arm,seed,gen,best_ppf,sigma,best_fitness,h_sens_pop,div,stag,n_al
A_baseline,42,145,1.847588300704956,0.056825291365385056,,1.340901105212957,1.0,11,50
A_baseline,42,146,1.847588300704956,0.056825291365385056,,1.307982362242829,1.0,12,50
A_baseline,42,147,1.847588300704956,0.056825291365385056,,1.2958585839954386,1.0,13,50
A_baseline,42,148,1.847588300704956,0.056825291365385056,,1.310454221629413,1.0,14,50
A_baseline,42,149,1.847588300704956,0.056825291365385056,,1.2763159801477397,1.0,15,50
A_baseline,42,150,1.847588300704956,0.056825291365385056,,1.2441229486709562,1.0,16,50
A_baseline,137,1,1.9456026554107666,0.04728320240974426,,1.6986961595053849,1.0,1,18
A_baseline,137,2,1.9171874523162842,0.06815093010663986,,1.693519910712289,1.0,0,36
A_baseline,137,3,1.9171874523162842,0.06815093010663986,,1.6882049642164727,1.0,1,50
A_baseline,137,4,1.9171874523162842,0.06815093010663986,,1.6600324013429713,1.0,2,50
A_baseline,137,5,1.9171874523162842,0.06815093010663986,,1.677581616753455,1.0,3,50
A_baseline,137,6,1.9171874523162842,0.06815093010663986,,1.631629754654405,1.0,4,50
A_baseline,137,7,1.8725335597991943,0.08152396976947784,,1.6557473660418853,1.0,0,50
A_baseline,137,8,1.8725335597991943,0.08152396976947784,,1.6545462788313088,1.0,1,50
A_baseline,137,9,1.8725335597991943,0.08152396976947784,,1.672149076656904,1.0,2,50
A_baseline,137,10,1.8725335597991943,0.08152396976947784,,1.6836935350735807,1.0,3,50
A_baseline,137,11,1.8609085083007812,0.04993422329425812,,1.6825998700639804,1.0,0,50
A_baseline,137,12,1.8609085083007812,0.04993422329425812,,1.6966944274018891,1.0,1,50
A_baseline,137,13,1.8609085083007812,0.04993422329425812,,1.684362996673879,1.0,2,50
A_baseline,137,14,1.8609085083007812,0.04993422329425812,,1.7114321807732784,1.0,3,50
A_baseline,137,15,1.8609085083007812,0.04993422329425812,,1.7247427013386565,1.0,4,50
A_baseline,137,16,1.8609085083007812,0.04993422329425812,,1.6481979405541751,1.0,5,50
A_baseline,137,17,1.8609085083007812,0.04993422329425812,,1.64907325403415,1.0,6,50
A_baseline,137,18,1.8441855907440186,0.0673370435833931,,1.7148848690693312,1.0,0,50
A_baseline,137,19,1.8441855907440186,0.0673370435833931,,1.687009651962629,1.0,1,50
A_baseline,137,20,1.8441855907440186,0.0673370435833931,,1.6770723997608776,1.0,2,50
A_baseline,137,21,1.8441855907440186,0.0673370435833931,,1.6949221304912943,1.0,3,50
A_baseline,137,22,1.8441855907440186,0.0673370435833931,,1.6937300858055524,1.0,4,50
A_baseline,137,23,1.8441855907440186,0.0673370435833931,,1.6940557795365314,1.0,5,50
A_baseline,137,24,1.8441855907440186,0.0673370435833931,,1.655590538857933,1.0,6,50
A_baseline,137,25,1.8441855907440186,0.0673370435833931,,1.657016060343055,1.0,7,50
A_baseline,137,26,1.8441855907440186,0.0673370435833931,,1.621684794261971,1.0,8,50
A_baseline,137,27,1.8441855907440186,0.0673370435833931,,1.630816082618439,1.0,9,50
A_baseline,137,28,1.8366308212280273,0.05633588507771492,,1.645217963377841,1.0,0,50
A_baseline,137,29,1.8366308212280273,0.05633588507771492,,1.6571886053531635,1.0,1,50
A_baseline,137,30,1.8366308212280273,0.05633588507771492,,1.6458954873712646,1.0,2,50
A_baseline,137,31,1.8366308212280273,0.05633588507771492,,1.6537571268251514,1.0,3,50
A_baseline,137,32,1.8366308212280273,0.05633588507771492,,1.6464055049948827,1.0,4,50
A_baseline,137,33,1.8366308212280273,0.05633588507771492,,1.6520985026310686,1.0,5,50
A_baseline,137,34,1.8366308212280273,0.05633588507771492,,1.6940355477979145,1.0,6,50
A_baseline,137,35,1.8366308212280273,0.05633588507771492,,1.69514853140748,1.0,7,50
A_baseline,137,36,1.8366308212280273,0.05633588507771492,,1.6702337688819826,1.0,8,50
A_baseline,137,37,1.8366308212280273,0.05633588507771492,,1.6634476465280308,1.0,9,50
A_baseline,137,38,1.8366308212280273,0.05633588507771492,,1.6427544341398288,1.0,10,50
A_baseline,137,39,1.8366308212280273,0.05633588507771492,,1.6404581240081517,1.0,11,50
A_baseline,137,40,1.8366308212280273,0.05633588507771492,,1.6195259652018719,1.0,12,50
