seed,gen,best_ppf,best_fit,sigma,h_sens_pop,div,stag,n_al_global
509,146,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5338606626844964,1.0,8,64
509,147,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5433012617906061,1.0,9,64
509,148,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5207418737863396,1.0,10,64
509,149,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5062406949838045,1.0,11,64
509,150,1.9919335842132568,344.08197021484375,0.08386661857366562,1.5209092745071233,1.0,12,64
1023,1,2.087663173675537,340.62255859375,0.06697063148021698,1.7369537829715593,1.0,1,64
1023,2,2.087663173675537,340.62255859375,0.06697063148021698,1.7317735909689098,1.0,2,64
1023,3,2.087663173675537,340.62255859375,0.06697063148021698,1.7202151857174692,1.0,3,64
1023,4,2.087663173675537,340.62255859375,0.06697063148021698,1.7343906584477344,1.0,4,64
1023,5,2.087663173675537,340.62255859375,0.06697063148021698,1.7235683016954242,1.0,5,64
1023,6,2.087663173675537,340.62255859375,0.06697063148021698,1.7357022528539188,1.0,6,64
1023,7,2.087663173675537,340.62255859375,0.06697063148021698,1.7214269285257,1.0,7,64
1023,8,2.087663173675537,340.62255859375,0.06697063148021698,1.7359608666722577,1.0,8,64
1023,9,2.087663173675537,340.62255859375,0.06697063148021698,1.7120239646280604,1.0,9,64
1023,10,2.087663173675537,340.62255859375,0.06697063148021698,1.7315259207227398,1.0,10,64
1023,11,2.087663173675537,340.62255859375,0.06697063148021698,1.7495161029360449,1.0,11,64
1023,12,2.087663173675537,340.62255859375,0.06697063148021698,1.7490066841905796,1.0,12,64
1023,13,2.087663173675537,340.62255859375,0.06697063148021698,1.7551158633312476,1.0,13,64
1023,14,2.087663173675537,340.62255859375,0.06697063148021698,1.7336327216389913,1.0,14,64
1023,15,2.087663173675537,340.62255859375,0.06697063148021698,1.7607710215274106,1.0,0,64
1023,16,2.087663173675537,340.62255859375,0.06697063148021698,1.7531117725110696,1.0,1,64
1023,17,2.087663173675537,340.62255859375,0.06697063148021698,1.7324865181044298,1.0,2,64
1023,18,2.087663173675537,340.62255859375,0.06697063148021698,1.7221761285149568,1.0,3,64
1023,19,2.087663173675537,340.62255859375,0.06697063148021698,1.7176528037210712,1.0,4,64
1023,20,2.087663173675537,340.62255859375,0.06697063148021698,1.6959631360790173,1.0,5,64
1023,21,2.087663173675537,340.62255859375,0.06697063148021698,1.7162634899011995,1.0,6,64
1023,22,2.087663173675537,340.62255859375,0.06697063148021698,1.7050181165632856,1.0,7,64
1023,23,2.087663173675537,340.62255859375,0.06697063148021698,1.7377931796028072,1.0,8,64
1023,24,2.087663173675537,340.62255859375,0.06697063148021698,1.7281994170460702,1.0,9,64
1023,25,2.087663173675537,340.62255859375,0.06697063148021698,1.7360893635085204,1.0,10,64
1023,26,2.087663173675537,340.62255859375,0.06697063148021698,1.719889844128534,1.0,11,64
1023,27,2.087663173675537,340.62255859375,0.06697063148021698,1.6976517678035938,1.0,12,64
1023,28,2.087663173675537,340.62255859375,0.06697063148021698,1.694215516249946,1.0,13,64
1023,29,2.087663173675537,340.62255859375,0.06697063148021698,1.7034690162477293,1.0,14,64
1023,30,2.087663173675537,340.62255859375,0.06697063148021698,1.7483009183441467,1.0,0,64
1023,31,2.087663173675537,340.62255859375,0.06697063148021698,1.741897749140702,1.0,1,64
1023,32,2.087663173675537,340.62255859375,0.06697063148021698,1.7146988106926675,1.0,2,64
1023,33,2.087663173675537,340.62255859375,0.06697063148021698,1.718340825811674,1.0,3,64
1023,34,2.087663173675537,340.62255859375,0.06697063148021698,1.7247652509976332,1.0,4,64
1023,35,2.087663173675537,340.62255859375,0.06697063148021698,1.7188102050811425,1.0,5,64
1023,36,2.087663173675537,340.62255859375,0.06697063148021698,1.7085029761856143,1.0,6,64
1023,37,2.087663173675537,340.62255859375,0.06697063148021698,1.7007015946915112,1.0,7,64
1023,38,2.087663173675537,340.62255859375,0.06697063148021698,1.7216956234380933,1.0,8,64
1023,39,2.087663173675537,340.62255859375,0.06697063148021698,1.716739547033232,1.0,9,64
1023,40,2.087663173675537,340.62255859375,0.06697063148021698,1.7113345257143602,1.0,10,64
1023,41,2.087663173675537,340.62255859375,0.06697063148021698,1.7470998969963858,1.0,11,64
1023,42,2.087663173675537,340.62255859375,0.06697063148021698,1.7430739861124014,1.0,12,64
1023,43,2.087663173675537,340.62255859375,0.06697063148021698,1.74522067860441,1.0,13,64
1023,44,2.087663173675537,340.62255859375,0.06697063148021698,1.737890546692078,1.0,14,64
1023,45,2.087663173675537,340.62255859375,0.06697063148021698,1.7455926796511274,1.0,0,64
1023,46,2.087663173675537,340.62255859375,0.06697063148021698,1.7125080271644966,1.0,1,64
1023,47,2.087663173675537,340.62255859375,0.06697063148021698,1.7029959153685967,1.0,2,64
1023,48,2.087663173675537,340.62255859375,0.06697063148021698,1.7073049133395868,1.0,3,64
1023,49,2.087663173675537,340.62255859375,0.06697063148021698,1.7018518888494512,1.0,4,64
1023,50,2.087663173675537,340.62255859375,0.06697063148021698,1.7325897801112293,1.0,5,64
1023,51,2.087663173675537,340.62255859375,0.06697063148021698,1.7455417649788707,1.0,6,64
1023,52,2.087663173675537,340.62255859375,0.06697063148021698,1.7532235486375511,1.0,7,64
1023,53,2.087663173675537,340.62255859375,0.06697063148021698,1.7468068213657792,1.0,8,64
1023,54,2.087663173675537,340.62255859375,0.06697063148021698,1.7219800834341052,1.0,9,64
1023,55,2.087663173675537,340.62255859375,0.06697063148021698,1.7368941789456207,1.0,10,64
1023,56,2.087663173675537,340.62255859375,0.06697063148021698,1.7143254456879424,1.0,11,64
1023,57,2.087663173675537,340.62255859375,0.06697063148021698,1.6876262560876711,1.0,12,64
1023,58,2.087663173675537,340.62255859375,0.06697063148021698,1.6847329761181438,1.0,13,64
1023,59,2.087663173675537,340.62255859375,0.06697063148021698,1.6832381287097642,1.0,14,64
1023,60,2.087663173675537,340.62255859375,0.06697063148021698,1.7098787087758593,1.0,0,64
1023,61,2.087663173675537,340.62255859375,0.06697063148021698,1.6948889115311563,1.0,1,64
1023,62,2.087663173675537,340.62255859375,0.06697063148021698,1.6890495738302234,1.0,2,64
1023,63,2.087663173675537,340.62255859375,0.06697063148021698,1.7199650915775624,1.0,3,64
1023,64,2.087663173675537,340.62255859375,0.06697063148021698,1.735180353860641,1.0,4,64
1023,65,2.087663173675537,340.62255859375,0.06697063148021698,1.725549609893863,1.0,5,64
1023,66,2.087663173675537,340.62255859375,0.06697063148021698,1.7058027155144022,1.0,6,64
1023,67,2.087663173675537,340.62255859375,0.06697063148021698,1.717672362285876,1.0,7,64
1023,68,2.087663173675537,340.62255859375,0.06697063148021698,1.7032411356422215,1.0,8,64
1023,69,2.087663173675537,340.62255859375,0.06697063148021698,1.7036570655784384,1.0,9,64
1023,70,2.087663173675537,340.62255859375,0.06697063148021698,1.6768596499487751,1.0,10,64
1023,71,2.087663173675537,340.62255859375,0.06697063148021698,1.6628253234736328,1.0,11,64
1023,72,2.087663173675537,340.62255859375,0.06697063148021698,1.6751973460878296,1.0,12,64
1023,73,2.087663173675537,340.62255859375,0.06697063148021698,1.6690118485633414,1.0,13,64
1023,74,2.087663173675537,340.62255859375,0.06697063148021698,1.6753395751107563,1.0,14,64
1023,75,2.087663173675537,340.62255859375,0.06697063148021698,1.6721886753319524,1.0,0,64
1023,76,2.087663173675537,340.62255859375,0.06697063148021698,1.6478474018488067,1.0,1,64
1023,77,2.087663173675537,340.62255859375,0.06697063148021698,1.6803819286384165,1.0,2,64
1023,78,2.087663173675537,340.62255859375,0.06697063148021698,1.6782387363150721,1.0,3,64
1023,79,2.087663173675537,340.62255859375,0.06697063148021698,1.679149236000156,1.0,4,64
1023,80,2.087663173675537,340.62255859375,0.06697063148021698,1.6814841131858993,1.0,5,64
1023,81,2.087663173675537,340.62255859375,0.06697063148021698,1.6887730981181333,1.0,6,64
1023,82,2.087663173675537,340.62255859375,0.06697063148021698,1.7110480549683653,1.0,7,64
1023,83,2.087663173675537,340.62255859375,0.06697063148021698,1.722225890501275,1.0,8,64
1023,84,2.087663173675537,340.62255859375,0.06697063148021698,1.7175153538766954,1.0,9,64
1023,85,2.087663173675537,340.62255859375,0.06697063148021698,1.738950858116604,1.0,10,64
1023,86,2.087663173675537,340.62255859375,0.06697063148021698,1.730468255709309,1.0,11,64
1023,87,2.087663173675537,340.62255859375,0.06697063148021698,1.6957907723872645,1.0,12,64
1023,88,2.087663173675537,340.62255859375,0.06697063148021698,1.6885979733929377,1.0,13,64
1023,89,2.087663173675537,340.62255859375,0.06697063148021698,1.6897828629662914,1.0,14,64
1023,90,2.087663173675537,340.62255859375,0.06697063148021698,1.7126871999285234,1.0,0,64
1023,91,2.087663173675537,340.62255859375,0.06697063148021698,1.7014892552142151,1.0,1,64
1023,92,2.087663173675537,340.62255859375,0.06697063148021698,1.6913829656028643,1.0,2,64
1023,93,2.087663173675537,340.62255859375,0.06697063148021698,1.6735761293375102,1.0,3,64
1023,94,2.087663173675537,340.62255859375,0.06697063148021698,1.6508692177536062,1.0,4,64
1023,95,2.087663173675537,340.62255859375,0.06697063148021698,1.6765595028914428,1.0,5,64
1023,96,2.087663173675537,340.62255859375,0.06697063148021698,1.6691028025460142,1.0,6,64
1023,97,2.087663173675537,340.62255859375,0.06697063148021698,1.6606422949804371,1.0,7,64
1023,98,2.087663173675537,340.62255859375,0.06697063148021698,1.6615152513632623,1.0,8,64
1023,99,1.9929274320602417,345.5108642578125,0.04774928465485573,1.676661024481392,1.0,0,64
1023,100,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6608632779682144,1.0,1,64
1023,101,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6741376711776343,1.0,2,64
1023,102,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6956292826373016,1.0,3,64
1023,103,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6688182099295688,1.0,4,64
1023,104,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6937866622226176,1.0,5,64
1023,105,1.9929274320602417,345.5108642578125,0.04774928465485573,1.7146110020908745,1.0,6,64
1023,106,1.9929274320602417,345.5108642578125,0.04774928465485573,1.715375456234525,1.0,7,64
1023,107,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6652222035771471,1.0,8,64
1023,108,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6687221474324212,1.0,9,64
1023,109,1.9929274320602417,345.5108642578125,0.04774928465485573,1.66003828164452,1.0,10,64
1023,110,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6709025151450574,1.0,11,64
1023,111,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6626433491260817,1.0,12,64
1023,112,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6372173207090508,1.0,13,64
1023,113,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6248628107615426,1.0,14,64
1023,114,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6409077275504218,1.0,0,64
1023,115,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6208184012254037,1.0,1,64
1023,116,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6206523242761324,1.0,2,64
1023,117,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6233500369204577,1.0,3,64
1023,118,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6412877343359877,1.0,4,64
1023,119,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6352501459663191,1.0,5,64
1023,120,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6138446209475887,1.0,6,64
1023,121,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6248619199728147,1.0,7,64
1023,122,1.9929274320602417,345.5108642578125,0.04774928465485573,1.614278260390433,1.0,8,64
1023,123,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5976615271110057,1.0,9,64
1023,124,1.9929274320602417,345.5108642578125,0.04774928465485573,1.600832979099888,1.0,10,64
1023,125,1.9929274320602417,345.5108642578125,0.04774928465485573,1.6095516541365649,1.0,11,64
1023,126,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5831099405215074,1.0,12,64
1023,127,1.9929274320602417,345.5108642578125,0.04774928465485573,1.574401500781563,1.0,13,64
1023,128,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5749224609045174,1.0,14,64
1023,129,1.9929274320602417,345.5108642578125,0.04774928465485573,1.623101459735762,1.0,0,64
1023,130,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5956209890689748,1.0,1,64
1023,131,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5765719076691929,1.0,2,64
1023,132,1.9929274320602417,345.5108642578125,0.04774928465485573,1.559666396550691,1.0,3,64
1023,133,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5501433947193934,1.0,4,64
1023,134,1.9929274320602417,345.5108642578125,0.04774928465485573,1.544015026573725,1.0,5,64
1023,135,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5370527564746863,1.0,6,64
1023,136,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5665430762687946,1.0,7,64
1023,137,1.9929274320602417,345.5108642578125,0.04774928465485573,1.558340814111021,1.0,8,64
1023,138,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5552540013979803,1.0,9,64
1023,139,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5184623832585487,1.0,10,64
1023,140,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5067105498177176,1.0,11,64
1023,141,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5126218234495539,1.0,12,64
1023,142,1.9929274320602417,345.5108642578125,0.04774928465485573,1.513198379923353,1.0,13,64
1023,143,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5254708648223583,1.0,14,64
1023,144,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5402367387050926,1.0,0,64
1023,145,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5181151452743213,1.0,1,64
1023,146,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5166837293393398,1.0,2,64
1023,147,1.9929274320602417,345.5108642578125,0.04774928465485573,1.499041773598162,1.0,3,64
1023,148,1.9929274320602417,345.5108642578125,0.04774928465485573,1.4962774946126367,1.0,4,64
1023,149,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5131484274665674,1.0,5,64
1023,150,1.9929274320602417,345.5108642578125,0.04774928465485573,1.5056927824982262,1.0,6,64
