arm,gen,entropy_mode,injection_on,escalation_on,best_ppf,cycle,fitness,H_gauss,H_hist,H_traj,sigma,diversity,rev_rate,n_empires,temperature,stagnation_counter,escalation_round,cap_hits_in_a_row,injected_this_gen,hard_reset_fired,al_candidates_total
A_no_entropy,14,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.5949596774193548,0.17151209677419352,6,0.6803950000871885,13,0,0,0,False,0
A_no_entropy,15,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.5537832310838446,0.18386503067484658,6,0.6299605249474366,14,0,0,0,False,0
A_no_entropy,16,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.5498987854251012,0.18503036437246964,6,0.5832645197880584,0,1,0,25,False,0
A_no_entropy,17,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.483130081300813,0.20506097560975609,6,0.540029869446153,1,1,0,0,False,0
A_no_entropy,18,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.49646464646464644,0.20106060606060605,6,0.5,2,1,0,0,False,0
A_no_entropy,19,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.5057809330628803,0.19826572008113588,6,0.4629373561436452,3,1,0,0,False,0
A_no_entropy,20,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.4856122448979592,0.20431632653061224,6,0.4286219914265364,4,1,0,0,False,0
A_no_entropy,21,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.4575757575757576,0.2127272727272727,6,0.39685026299204984,5,1,0,0,False,0
A_no_entropy,22,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.44561224489795925,0.2163163265306122,6,0.36743362306889965,6,1,0,0,False,0
A_no_entropy,23,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.4296146044624746,0.2211156186612576,6,0.3401975000435943,7,1,0,0,False,0
A_no_entropy,24,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.42352342158859474,0.22294297352342157,6,0.3149802624737183,8,1,0,0,False,0
A_no_entropy,25,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.40354251012145753,0.2289372469635627,5,0.2916322598940292,9,1,0,0,False,0
A_no_entropy,26,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.40819672131147544,0.22754098360655733,5,0.2700149347230765,10,1,0,0,False,0
A_no_entropy,27,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.4258655804480652,0.22224032586558043,5,0.25,11,1,0,0,False,0
A_no_entropy,28,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.43364197530864196,0.21990740740740738,5,0.2314686780718226,12,1,0,0,False,0
A_no_entropy,29,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.42777777777777776,0.22166666666666665,5,0.2143109957132682,13,1,0,0,False,0
A_no_entropy,30,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.42698574338085543,0.22190427698574336,5,0.19842513149602492,14,1,0,0,False,0
A_no_entropy,31,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.39999999999999997,0.22999999999999998,5,0.18371681153444983,0,2,0,38,False,0
A_no_entropy,32,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.4161914460285132,0.22514256619144601,5,0.17009875002179714,1,2,0,0,False,0
A_no_entropy,33,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.3998975409836065,0.23003073770491803,5,0.15749013123685915,2,2,0,0,False,0
A_no_entropy,34,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.40152439024390246,0.22954268292682925,5,0.1458161299470146,3,2,0,0,False,0
A_no_entropy,35,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.3979550102249489,0.23061349693251532,5,0.13500746736153826,4,2,0,0,False,0
A_no_entropy,36,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.37669404517453803,0.23699178644763857,5,0.125,5,2,0,0,False,0
A_no_entropy,37,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.3324847250509165,0.25025458248472504,5,0.11573433903591133,6,2,0,0,False,0
A_no_entropy,38,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.36109979633401224,0.24167006109979633,5,0.1071554978566341,7,2,0,0,False,0
A_no_entropy,39,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.37616632860040566,0.2371501014198783,5,0.09921256574801249,8,2,0,0,False,0
A_no_entropy,40,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.3777665995975855,0.23667002012072433,5,0.09185840576722491,9,2,0,0,False,0
A_no_entropy,41,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.3676591375770021,0.23970225872689938,5,0.08504937501089857,10,2,0,0,False,0
A_no_entropy,42,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.3729124236252546,0.2381262729124236,5,0.07874506561842956,11,2,0,0,False,0
A_no_entropy,43,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.359775967413442,0.2420672097759674,5,0.0729080649735073,12,2,0,0,False,0
A_no_entropy,44,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.36707070707070705,0.23987878787878786,5,0.06750373368076912,13,2,0,0,False,0
A_no_entropy,45,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.36724489795918364,0.2398265306122449,5,0.0625,14,2,0,0,False,0
A_no_entropy,46,none,True,True,1.957000577456462,332.0978228900447,332.0978228900447,-1.7273188593381532,1.5292482930376914,-191.9470811355461,0.04301280604860589,0.43607723577235774,0.21917682926829266,5,0.05786716951795567,0,3,0,56,False,0
